id,lat,lon,dbh,h1,h2,h3,aspect,slope,date,observer,wpDamage,canopy,dfAssoc,comments
25,47.559663,-122.252157,6,2.5,1,3,360,10,2024-01-23,muwei,0,False,False,two large healthy branches protrude 6 feet from the ground (hard to decide if that’s the bottom or the middle part) but other branches in the middle part are all dead
26,47.559535,-122.252431,29,NA,2,3,270,10,2024-01-23,muwei,0,False,False,
27,47.559587,-122.252481,9,NA,1,0,360,5,2024-01-23,muwei,0,False,False,only 1 living branch about 20 feet high halfway up; crown dead
28,47.560082,-122.252524,34,0.5,1.24,2,290,5,2024-01-28,eric,0,False,False,
29,47.559895,-122.252509,25,NA,NA,0,320,5,2024-01-28,eric,0,False,False,snag 14 feet tall
30,47.559737,-122.252634,30,1.5,3,3,340,10,2024-01-28,eric,0,False,False,lichen and moss near the bottom; moss and needles adjacent on the same branch
31,47.559842,-122.252709,5,0,0.5,2,340,10,2024-01-28,eric,0,False,False,top is sparse but looks healthy
32,47.559772,-122.252986,18,0,0,0,340,10,2024-01-28,eric,0,False,False,fallen tree; root failure; very healthy branches near top but fell over
33,47.559547,-122.253046,28,0,0.5,1,340,5,2024-01-28,eric,0,False,False,
34,47.559607,-122.252684,9,0,0,0,340,10,2024-01-28,eric,0,False,False,four foot snag
35,47.559563,-122.252702,11,NA,NA,0,340,10,2024-01-28,eric,0,False,False,six foot snag
36,47.559548,-122.252695,26,NA,0,1.5,340,5,2024-01-28,eric,0,False,False,
38,47.559439,-122.252669,16,NA,NA,0,340,5,2024-01-28,eric,0,False,False,fallen tree; no healthy branches
39,47.55971,-122.252607,17,0,0.5,1.5,340,10,2024-01-28,eric,0,False,False,
40,47.559832,-122.252581,26,2,0.5,3,340,5,2024-01-28,eric,0,False,False,two healthy branches near the bottom
41,47.5598,-122.252619,30,NA,NA,0,340,5,2024-01-28,eric,0,False,False,18 foot snag
42,47.55939,-122.252659,21,NA,NA,0,310,5,2024-01-28,eric,0,False,False,log
43,47.559363,-122.252692,16,0,0,0.5,310,5,2024-01-28,eric,0,False,False,
44,47.559378,-122.252752,12,1,0.5,1.75,310,5,2024-01-28,eric,0,False,False,
45,47.55925,-122.252552,21,0,0,0,330,5,2024-01-28,tareq,3,True,False,20 foot snag
46,47.559288,-122.252642,16,0,0,0,340,5,2024-01-28,tareq,0,False,False,
47,47.5592455,-122.2528781,18,0,0,0,330,5,2024-02-20,muwei,1,False,False,30 ft snag
48,47.55929,-122.252406,15,0,0,0,330,10,2024-01-28,tareq,0,True,False,
49,47.559259,-122.252577,27,0.5,1.5,3,330,10,2024-01-28,tareq,0,True,False,
50,47.559053,-122.252719,15,NA,0,0,32,5,2024-01-28,tareq,0,False,False,
51,47.558815,-122.252537,15,2.5,3,3,315,10,2024-01-28,tareq,0,False,False,
52,47.558812,-122.252441,22,1.75,2.5,3,310,15,2024-01-28,tareq,0,False,False,
53,47.558773,-122.252066,5,0,0,3,347,5,2024-01-28,tareq,0,False,False,
54,47.558837,-122.251984,35,1.25,1.75,3,0,5,2024-01-28,tareq,0,False,False,
55,47.559533,-122.251811,29,0,0,2,300,15,2024-01-30,paul,0,True,False,wp 0
56,47.559578,-122.251701,20,NA,1,3,300,10,2024-01-30,paul,0,True,False,wp 0
57,47.559628,-122.251714,29,0,1,2,330,15,2024-01-30,paul,0,True,False,wp 0; 8 ft from 56 nearly due north; dead mole at base
58,47.559792,-122.252301,23,NA,NA,3,320,15,2024-01-30,paul,0,False,False,looks like a lollipop
59,47.55979,-122.252394,40,0,1,2.5,300,10,2024-01-30,paul,0,False,False,;tape is on hazelnut branch one ft southwest
60,47.55969,-122.251916,25,0,0,0,270,10,2024-01-30,paul,5,False,False,12 ft snag; apparently long dead
61,47.559488,-122.251839,2,0,1.5,1.5,300,5,2024-01-30, paul,0,False,False,wp 0; top healthy branch cleaved off; on ground; would have raised score
62,47.559373,-122.251856,5,0,1,2,300,10,2024-01-30,muwei,0,False,False,
63,47.559368,-122.251779,4,0,0,0,270,15,2024-01-30,muwei,0,False,False,
64,47.559382,-122.251671,7,0,1,2,300,5,2024-01-30,muwei,0,False,False,
65,47.559342,-122.251789,9,0,0,0,300,10,2024-01-30, muwei,0,False,False,thrown off from the root
66,47.559487,-122.252597,3.5,1,2,2.5,300,10,2024-01-30,muwei,0,False,True,
67,47.559477,-122.252587,2,2,2,1.4,300,10,2024-01-30,muwei,0,False,True,
68,47.559452,-122.251594,4,0,2,3,300,5,2024-01-30,muwei,0,False,True,
69,47.55945,-122.25149,5,0,0,0,300,10,2024-01-30,muwei,0,False,False,wp 0
70,47.559405,-122.251426,2,0,0,0,300,10,2024-01-30,muwei,0,False,True,
71,47.559043,-122.251384,5,0,0,0,300,15,2024-01-30,muwei,0,False,False,
72,47.559983,-122.251934,1,2.5,3,3,330,20,2024-01-30,muwei,0,False,False,sapling 5 ft high
73,47.55953,-122.25157,32,0.5,0,1.5,350,4,2024-02-03,eric,0,False,False,
74,47.559173,-122.251279,18,1.5,2.5,3,350,5,2024-02-03,eric,0,False,False,
75,47.559097,-122.251054,20,0,0,0,30,5,2024-02-03,eric,2,False,False,
76,47.5588156,-122.2509811,17,0,0,0.25,340,15,2024-02-03,eric,2,False,False,
77,47.5589267,-122.2510934,6,0,0,0,350,15,2024-02-03,eric,0,False,False,
78,47.5589317,-122.2511134,7,NA,1.5,2.5,350,15,2024-02-03,eric,0,False,False,
79,47.558702,-122.251267,15,2,0,3,20,0,2024-02-03,eric,0,False,False,loss of bottom branches may be from breaking into the canopy
80,47.558688,-122.251342,6,0,2.5,3,350,15,2024-02-03,eric,0,False,False,
81,47.558637,-122.250769,6,1,2,3,10,5,2024-02-03,eric,0,False,False,
82,47.558712,-122.250997,5,NA,3,3,20,5,2024-02-03,eric,0,False,True,grows out of the root of a fallen log
83,47.5587247,-122.251077,5,0,2,3,350,10,2024-02-03,eric,0,False,False,
84,47.5588591,-122.2512436,31,0,0,0,330,5,2024-02-03,eric,3,False,False,
85,47.555398,-122.250372,1,3,3,3,340,4,2024-02-03,paul,0,False,False,four feet tall; almost flat
86,47.5552,-122.250252,4,1.5,2.5,3,330,5,2024-02-03,paul,0,False,False,scaly bark; extensive browing of still intact needles in middle south
87,47.5553,-122.250282,1,1.5,3,3,330,5,2024-02-03,paul,0,False,False,as with 86 growing out of doug fir stump and with some brown needles
88,47.555323,-122.250406,3,3,3,3,NA,0,2024-02-03,paul,0,False,False,20 foot fallen healthy intact tree used to be a nurse sapling
89,47.555333,-122.250179,3,2.5,3,3,330,5,2024-02-03,paul,0,False,False,some HWA
90,47.555305,-122.250079,17,2,1.25,2.75,355,5,2024-02-03,paul,0,False,False,one good sw facing branch to ground; two equal trunks from 26 feet
91,47.555288,-122.250066,15,2.5,3,3,335,5,2024-02-03,paul,0,False,False,slight brown needles at north bottom
92,47.555497,-122.249897,2,NA,1,3,330,20,2024-02-03,paul,0,False,False,odd shape; lowest branch largely diseased
93,47.555372,-122.249792,4,0,1.5,3,330,10,2024-02-03,paul,0,False,False,
94,47.555422,-122.249784,6,0,1.5,2,350,20,2024-02-04,eric,0,False,False,
95,47.55548,-122.249816,9,0.75,0.5,0.25,350,20,2024-02-04,eric,0,False,False,
96,47.555492,-122.249754,5,0,2.5,1.5,350,25,2024-02-04,eric,0,False,False,
97,47.555172,-122.249507,29,NA,NA,3,20,5,2024-02-04,eric,0,False,False,
98,47.55517,-122.249579,30,0,0,0,20,7,2024-02-04,eric,0,False,False,7 feet tall
99,47.555393,-122.249579,NA,NA,NA,NA,NA,NA,2024-02-04,eric,0,False,False,
100,47.555138,-122.24973,30,2.5,NA,3,20,4,2024-02-04,eric,0,False,False,
101,47.554735,-122.249494,12,2.5,3,3,90,5,2024-02-04,eric,0,False,False,
102,47.554927,-122.24922,18,1.5,3,3,40,10,2024-02-04,eric,0,False,False,
103,47.554932,-122.249292,32,NA,1.5,2.25,40,10,2024-02-04,eric,0,False,False,
104,47.554948,-122.249847,20,0,0,0,40,5,2024-02-04,eric,0,False,False,55 foot snag
105,47.554815,-122.24949,2,2,2,3,40,5,2024-02-04,eric,0,False,False,
106,47.554903,-122.249736,36,NA,1,2.5,70,5,2024-02-04,eric,0,False,False,
107,47.55493,-122.249762,4,0.25,1.75,2.75,60,5,2024-02-04,eric,0,False,False,
108,47.554803,-122.249697,3,0,1,2.5,60,5,2024-02-04,eric,0,False,False,
109,47.554855,-122.249749,3,0,0,2.5,60,5,2024-02-04,eric,0,False,False,
110,47.55482,-122.249656,4,0.5,1.75,3,60,5,2024-02-04,eric,0,False,False,
111,47.55483,-122.249852,3,NA,0,0,60,5,2024-02-04,eric,0,False,False,
112,47.55504,-122.249887,6,1,3,3,60,5,2024-02-04,eric,0,False,False,
113,47.555019,-122.249892,7,1.25,2.5,3,60,5,2024-02-04,eric,0,False,False,
114,47.55497,-122.249937,6,1,1.5,3,69,5,2024-02-04,eric,0,False,False,
115,47.555189,-122.249961,9,0.5,3,3,60,5,2024-02-04,eric,0,False,False,
116,47.555218,-122.249954,3,0,0.5,2,60,5,2024-02-04,eric,0,False,False,
117,47.55456,-122.24922,9,3,3,3,100,10,2024-02-10,eric,0,False,False,growing out of a doug-fir stump;
118,47.55489,-122.24936,23,NA,NA,1.5,90,5,2024-02-10,eric,0,False,False,
119,47.55491,-122.24934,22,1.5,1.75,2,90,5,2024-02-10,eric,0,False,False,
120,47.55467,-122.24927,30,NA,NA,3,90,15,2024-02-10,eric,0,False,False,
121,47.5546,-122.24948,28,NA,1.5,3,70,15,2024-02-10,eric,0,False,False,
122,47.55476,-122.24923,14,1.5,1.5,3,80,15,2024-02-10,eric,0,False,False,
123,47.55459,-122.2495,12,0,1.5,1.5,90,15,2024-02-10,eric,0,False,False,
124,47.55467,-122.24949,33,NA,1,1.5,70,15,2024-02-10,eric,0,False,False,
125,47.55465,-122.24947,29,NA,NA,1.25,70,10,2024-02-10,eric,0,False,False,
126,47.5545395,-122.2486147,26,0,0,0,70,5,2024-02-10,eric,0,False,False,snag;
127,47.5545195,-122.2486147,32,0,0,0,70,5,2024-02-10,eric,0,False,False,60ft snag;
128,47.5543168,-122.2485299,22,0,0,1.25,70,5,2024-02-10,eric,0,False,False,
1000,47.5534649,-122.248885,3,1,2,3,90,15,2024-02-10,muwei,0,False,False,
1001,47.5535355,-122.2487502,24,NA,2.5,2.5,120,15,2024-02-10,muwei,0,True,False,grows on root of a doug fir; ivy to be removed
1002,47.5533,-122.2481038,4,1.5,1,2,270,20,2024-02-10,muwei,0,False,False,
1003,47.553134,-122.2480394,17,0.5,1,2.5,30,20,2024-02-10,muwei,0,False,False,
1004,47.5532714,-122.2480793,4,0,0,0,30,15,2024-02-10,muwei,0,False,False,two trunks from same origin; base fused together
1005,47.5533271,-122.2478697,3,0,0,0,NA,0,2024-02-10,muwei,0,False,False,
1100,47.5526896,-122.2519574,6,0,0,0,0,5,2024-02-20,muwei,0,False,False,
1101,47.5531334,-122.2511518,23,0,0,0,270,5,2024-02-20,muwei,3,True,False,
2001,47.56019,-122.251801,30,NA,0,1,280,10,2024-01-20,nate,0,False,False,
2002,47.560123,-122.251439,25,NA,1,2,295,5,2024-01-20,nate,0,False,False,
2003,47.560077,-122.251421,28,0,0,1,300,10,2024-01-20,nate,0,False,False,woodpecker damage on trunk
2004,47.560082,-122.251506,27,0,0,0,260,10,2024-01-20,nate,0,False,False,8 foot snag
2005,47.559895,-122.251352,8,0,0,0,300,15,2024-01-20,nate,0,False,False,very recent fall;few needles;lots of moss;woodpecker damage
2006,47.559777,-122.251322,7,0,0,2,300,10,2024-01-20,nate,0,False,False,
2007,47.55982,-122.25123,9,1,1.5,2,275,5,2024-01-20,nate,0,False,False,
2008,47.55959,-122.25143,28,0,1,3,320,10,2024-01-20,nate,0,False,False,low bottom score may be due to self-pruning after canopy breakthrough
2009,47.5595838,-122.2512926,19,NA,1.5,3,320,10,2024-01-20,nate,0,False,False,possible self-pruing on south side
2010,47.5595602,-122.2513868,7,0,0,0,315,5,2024-01-20,nate,0,False,False,
2011,47.5596,-122.25137,27,NA,1,2.5,290,5,2024-01-20,nate,0,False,False,
2012,47.5596003,-122.2514656,19,NA,0,2,270,15,2024-02-13,muwei,0,False,False,wp0;no stump;canopy yes;
2013,47.5596829,-122.2515424,23,NA,2,3,330,15,2024-02-13,muwei,0,False,False,wp0;no stump;canopy yes
2014,47.5598111,-122.2516882,30,0,0,0,270,10,2024-02-13,muwei,1,False,False,wp1;stump no;canopy tree
2015,47.5599455,-122.251651,45,0,1.5,2.5,270,20,2024-02-13,muwei,0,False,False,wp0;stump no;canopy tree;broken 40 feet above the ground
2016,47.5599012,-122.2514874,30,0,0,0,300,15,2024-02-13,muwei,4,False,False,wp4;stump no;canopy tree;40 ft snag
2017,47.5597933,-122.2510421,3,0,0,0,300,15,2024-02-17,muwei,0,False,False,
2018,47.55949,-122.25071,14,0,0,1.5,30,5,2024-02-17,eric,0,False,False,
2019,47.55949,-122.25068,3.5,1,2,2,30,5,2024-02-17,eric,0,True,False,
2020,47.55938,-122.25032,0.5,3,3,3,30,5,2024-02-17,eric,0,False,True,one of 3 young trees growing out of a log w/in 5 ft
2021,47.55933,-122.25032,1,3,3,3,30,5,2024-02-17,eric,0,False,True,one of 3 young trees growing out of a log w/in 5 ft
2022,47.55928,-122.25032,1,3,3,3,30,5,2024-02-17,eric,0,False,True,one of 3 young trees growing out of a log w/in 5 ft
2023,47.55963,-122.25039,7,0,0,2,30,5,2024-02-17,eric,0,False,False,
2024,47.55939,-122.25051,2.5,0,0,0,30,5,2024-02-17,eric,0,False,False,fallen tree
2025,47.55937,-122.25047,8,0,0,0,30,5,2024-02-17,eric,0,False,False,knocked down two feet above ground; no healthy branched
2026,47.55921,-122.2501,7,0,0.5,0.5,30,5,2024-02-17,eric,0,False,False,
2027,47.559,-122.25,1.5,1,2,3,30,10,2024-02-17,eric,0,False,True,on df at sqebeqsed trail; in 5-cluster looking healthier than the numbers
2028,47.559,-122.25002,2,1,2.5,3,30,10,2024-02-17,eric,0,False,True,on df at sqebeqsed trail; in 5-cluster looking healthier than the numbers
2029,47.559,-122.25004,0.5,0,0,0,30,10,2024-02-17,eric,0,False,True,on df at sqebeqsed trail; in 5-cluster looking healthier than the numbers
2030,47.559,-122.25006,1,0,0,2.5,30,10,2024-02-17,eric,0,False,True,on df at sqebeqsed trail; in 5-cluster looking healthier than the numbers
2031,47.559,-122.25008,9.5,1,3,3,30,10,2024-02-17,eric,0,False,True,on df at sqebeqsed trail; in 5-cluster looking healthier than the numbers
2032,47.5586301,-122.2500504,35,NA,NA,3,60,5,2024-02-17,muwei,0,True,False,
2032,47.55843,-122.25008,3,0,0,0,30,10,2024-02-17,eric,0,False,False,growing out of a cedar stump
2033,47.55825,-122.25027,25,0,0,0,30,10,2024-02-17,eric,5,False,False,next to 20 ft log which was its top
3001,47.55946,-122.252027,5,2.5,3,3,320,20,2024-01-28,paul,0,False,False,minor diseased branches at bottom; north side
3002,47.559488,-122.252336,11,0,0,0,340,15,2024-01-28,paul,0,False,False,maybe killed when 3003 fell on it
3003,47.559492,-122.25235,27,0,0,0,312,5,2024-01-28,paul,0,False,False,base failure; log fell east; top of tree fine branchlets;no needles;lots of epiphytes
3004,47.559902,-122.252137,23,NA,0,2,340,10,2024-01-28,paul,0,False,False,unobstructed access to sky
3005,47.559457,-122.252069,28,NA,0,0,340,10,2024-01-28,paul,2,True,False,
3006,47.559523,-122.251926,28,0,0,0,340,10,2024-01-28,paul,1,True,False,fine branchlets on only 1 limb at bottom
3007,47.559635,-122.252061,36,0,0,0,340,10,2024-01-28,paul,0,False,False,
3008,47.559232,-122.252064,20,0,0,0,340,10,2024-01-28,paul,5,True,False,extensive woodpecker damage lower third
3009,47.55931,-122.252001,37,NA,NA,2.5,315,5,2024-02-03,paul,0,True,False,
3010,47.559085,-122.251994,4,0,1.5,3,330,4,2024-02-03,paul,0,False,False,
3011,47.558827,-122.251816,38,0,0,0,300,5,2024-02-03,paul,0,False,False,
3013,47.558237,-122.252486,4.5,2.5,3,3,NA,0,2024-02-03,paul,0,False,False,10 feet northfrom 3014
3014,47.55822,-122.252486,1.5,3,3,3,NA,0,2024-02-03,paul,0,False,False,10 feet south from 3013
3015,47.558058,-122.252719,17,2,3,3,270,3,2024-02-03,nate,0,False,False,
3016,47.558032,-122.252807,10,NA,3,3,250,5,2024-02-03,nate,0,False,False,
3017,47.558005,-122.252504,5,3,3,3,230,5,2024-02-03,nate,0,False,True,growing out of cut stump
3018,47.558332,-122.252066,22,2,1.5,3,300,5,2024-02-03,nate,0,False,False,
3019,47.558312,-122.252066,6,NA,2,2.5,300,5,2024-02-03,nate,0,False,False,overall no illness but shaded out by neighbor
3020,47.558412,-122.25235,8,2,3,3,270,5,2024-02-03,nate,0,False,False,candidate for needle study
3021,47.555417,-122.249411,5,0,0,0,15,20,2024-02-03,nate,0,False,False,top of a steep decline
3022,47.555363,-122.249354,5,0,0,0,45,15,2024-02-03,nate,0,False,False,
3023,47.5553576,-122.2491,3,0,0,1,350,15,2024-02-03,nate,0,False,False,
3024,47.5549427,-122.2485249,7,1,2,0,5,10,2024-02-03,nate,0,False,False,
3025,47.5555326,-122.2491599,5,0.5,1,2,350,10,2024-02-03,nate,0,False,False,vz1 recent dead branches excep south; needles everywhere seem thin
3026,47.5549956,-122.2486211,10,0,0,0.5,75,10,2024-02-04,nate,0,False,False,
3027,47.5550256,-122.2486211,26,NA,1.5,3,70,5,2024-02-04,nate,0,False,False,
3028,47.5549656,-122.2486211,30,NA,1,2,75,10,2024-02-04,nate,0,False,False,
3029,47.55482,-122.248466,4,0,0,2,65,10,2024-02-04,nate,0,False,False,
3030,47.5547239,-122.2485105,31,NA,1.5,3,80,5,2024-02-04,nate,0,False,False,
3031,47.5547825,-122.2484846,41,NA,NA,3,100,5,2024-02-04,nate,0,True,False,grand fir?;canopy
3032,47.5547128,-122.2484719,9,1,2,3,100,5,2024-02-04,nate,0,True,False,grand fir?;canopy
3033,47.5545754,-122.248656,3,2.5,3,3,100,5,2024-02-04,nate,0,False,True,stump
3036,47.554862,-122.248962,21,1,2.5,2.5,110,5,2024-02-04,nate,0,False,False,
3037,47.554822,-122.249077,25,1.5,2.5,3,110,10,2024-02-04,nate,0,False,False,
3038,47.55479,-122.249234,7,3,3,3,100,15,2024-02-04,nate,0,False,False,
3039,47.554567,-122.249171,28,NA,2.5,3,110,20,2024-02-04,nate,0,False,False,
3040,47.55456,-122.249111,22,NA,1.5,3,105,5,2024-02-04,nate,0,False,False,
3041,47.554578,-122.249241,11,2,3,3,90,5,2024-02-04,nate,0,False,False,
4000,47.555329,-122.24944,49,NA,0,3,350,30,2024-02-06,muwei,0,False,False,middle has many recently died branches;not sure if this is self-pruning or disease; wp 0
4001,475589041,-122.2508976,40,NA,0,0,350,0,2024-02-06,muwei,5,False,False,totem pole tree; bare fine branchlets top and middle; wp 100
4002,47.5589235,-122.2504665,12,0,1.5,3,360,10,2024-02-06,muwei,0,False,False,wp 0
4003,47.5590346,-122.2508835,2,0,0,1.5,360,0,2024-02-06,muwei,0,False,False,wp 0
4004,47.5590021,-122.2505831,11,1,0.5,1,360,0,2024-02-06,muwei,0,False,False,
4005,47.5589002,-122.2505265,14,0,0,0,30,5,2024-02-06,muwei,0,False,False,smaller of two recently (storm?) fallen trees
4006,47.558903,-122.250525,27,0,0,0,30,5,2024-02-06,muwei,0,False,False,larger of two recently (storm?) fallen trees
4007,47.5590306,-122.2504095,20,NA,1,3,30,15,2024-02-06,muwei,0,False,False,wp 0
4008,47.5588713,-122.2505895,29,NA,0,2.5,30,15,2024-02-06,muwei,0,True,False,wp 0; canopy
4010,47.5589824,-122.2504681,7,0,0,0,360,0,2024-02-06,muwei,0,False,False,
4011,47.5589407,-122.2504893,5,0.5,0.5,1,360,0,2024-02-0,muwei,0,False,False,
4012,47.5589688,-122.2504185,9,0,0,0,360,0,2024-02-06,muwei,0,False,False,
4013,47.5587767,-122.2504775,7,1,1,2.5,10,5,2024-02-06,muwei,0,False,False,wp 0
4014,47.5587593,-122.2503823,3,2.5,3,3,15,5,2024-02-06,muwei,0,False,True,growing on a doug-fir stump
4020,47.5546386,-122.2496038,1.5,1,3,3,NA,0,2024-02-10,paul,0,False,False,needles thin on lowest branches; overall very healty appearance
4021,47.5546193,-122.2496427,11,2,3,3,NA,0,2024-02-10,paul,0,False,False,no canopy
4023,47.553855,-122.24952,23,NA,NA,0,75,30,2024-02-10,paul,0,False,False,uprooted;self-pruned apparently good canopy before fall; fine bare twigs at top; 5 years fallen?
4024,47.5538948,-122.2494838,4,2,3,3,0,NA,2024-02-10,paul,0,False,False,grows out of large healthy fir
4025,47.5538086,-122.2496819,4.5,2,2,3,NA,0,2024-02-10,paul,0,False,False,
4026,47.5538004,-122.2497262,1.5,0,2,3,NA,0,2024-02-10,paul,0,False,False,growing out of heavily slumped doug fir log
4027,47.5535076,-122.2498563,32,0,0,0,NA,0,2024-02-10,paul,4,False,False,16 ft snag; west facing log suggests 100 years
4028,47.5533565,-122.2494787,36,NA,NA,3,100,10,2024-02-10,paul,0,False,False,surrounded by evergreen huckleberry
4029,47.5530705,-122.2502281,24,0,3,3,90,10,2024-02-10,paul,0,True,False,canopy tree with two taller cedars NW and NE
4030,47.5533271,-122.2478697,33,0,0,0,90,5,2024-02-10,paul,0,False,False,50 ft snag
4031,47.553255,-122.248046,28,0,0,0,90,5,2024-02-10,paul,0,False,False,40 ft snag
4032,47.553441,-122.248153,25,0,0,0,90,4,2024-02-10,paul,0,False,False,30 ft snag
4033,47.554126,-122.2496122,29,0,0,0,NA,0,2024-02-13,paul,0,False,False,too old to include? log quite decayed
4040,47.5553678,-122.2485014,26,NA,NA,3,45,25,2024-02-13,paul,0,True,False,canopy yes
4041,47.554005,-122.2487187,15,0,0,0,90,5,2024-02-13,paul,0,False,False,cones vizible vz3;fine branchlets at all vz
4042,47.5540717,-122.248828,13,2,3,3,90,5,2024-02-13,paul,0,True,False,nearly canopy not due to height but to surrounding dead trees; a hemlock w/top failed; cedar to north
4050,47.5597489,-122.2508416,8,2.5,2.5,2.5,305,10,2024-02-17,paul,0,False,False,two feet north of a healthy cedar which shades out all but easterly branches
4051,47.5596424,-122.2508487,19,0,0,0,345,0,2024-02-17,nate,0,False,False,14 ft snag; very old; log not evident
4052,47.5592344,-122.2505654,40,NA,NA,3,10,NA,2024-02-17,nate,0,False,False,one dead branch vz2 south facing
4053,47.5592405,-122.2504842,6,0,1.5,3,35,5,2024-02-17,nate,0,False,False,
4054,47.5592007,-122.2504222,9,0,1,2.5,60,5,2024-02-17,nate,0,False,False,
4055,47.5591964,-122.2501583,8,2,3,3,70,5,2024-02-17,nate,0,False,False,recently falled df damaged one side
4056,47.5591776,-122.2501272,8,0,1,2,50,10,2024-02-17,nate,0,False,False,doubtful to include; mostly killed by falling df
4059,47.5589043,-122.2499397,12,0.5,0,0.5,70,5,2024-02-17,nate,0,False,False,
4060,47.558903,-122.2498801,5,0,1,2.5,85,10,2024-02-17,nate,0,False,False,
4061,47.5588392,-122.2500061,17,1.5,2,3,80,5,2024-02-17,nate,0,False,False,
4062,47.5587342,-122.2500148,6,0,0,2,65,5,2024-02-17,nate,0,False,False,
4063,47.5586699,-122.2501738,19,0,0,3,55,5,2024-02-17,nate,0,False,False,fine branchlets at bottom: dz? self-pruning?
4064,47.5585043,-122.2500393,28,NA,1,2,70,5,2024-02-17,nate,0,False,False,
4065,47.5582473,-122.2501449,26,0,0,0,100,5,2024-02-17,nate,5,False,False,wp5
4066,47.5582511,-122.2504598,15,0,0,0,65,5,2024-02-17,nate,0,False,False,2006 annosus
4067,47.5582498,-122.2504215,30,0,0,0,80,5,2024-02-17,nate,3,False,False,2006 annosus
4068,47.5582485,-122.25043,30,0,0,0,60,5,2024-01-17,eric,5,False,False,snag 7 feet;2006 annosus?
4069,47.5582484,-122.2504088,16,0,0,0,70,5,2024-02-17,nate,0,False,False,2006 annosus?
5001,47.5577355,-122.2526126,8,2,3,3,NA,NA,2024-02-18,nate,0,False,False,
5002,47.5576518,-122.2524647,14,1,3,3,NA,NA,2024-02-18,nate,0,False,False,
5003,47.5576266,-122.252288,5,3,3,3,NA,NA,2024-02-18,nate,0,False,True,
5004,47.5575558,-122.2524486,8,3,3,3,NA,NA,2024-02-18,nate,0,False,False,
5005,47.5574864,-122.2525831,2,2,3,3,NA,NA,2024-02-18,nate,0,False,False,
5006,47.5574212,-122.2522595,2,2.5,3,3,NA,NA,2024-02-18,nate,0,False,False,
5007,47.5574341,-122.2522599,2,2,3,3,NA,NA,2024-02-18,nate,0,False,False,
5008,47.5571114,-122.2521992,18,2.5,3,3,NA,NA,2024-02-18,nate,0,False,False,
5009,47.5571723,-122.2525693,1,3,3,3,NA,NA,2024-02-18,nate,0,False,False,
5010,47.5569402,-122.2520738,7,3,3,3,NA,NA,2024-02-18,nate,0,False,False,
5011,47.5568628,-122.2519477,15,2,2,3,NA,NA,2024-02-18,nate,0,False,False,
5012,47.5564286,-122.2525847,9,1,2,3,NA,NA,2024-02-18,nate,0,False,False,
5013,47.556458,-122.2526548,7,2.5,3,3,NA,NA,2024-02-18,nate,0,False,False,
